,weight,keyword,filename
7366,,oval-shaped,nihms27532.pdf
7367,,multipolar-like cells,nihms27532.pdf
7368,,heavy somaticimmunostaining,nihms27532.pdf
7369,,negative nucleus,nihms27532.pdf
7370,,cells,nihms27532.pdf
7371,,labeledprocesses,nihms27532.pdf
7372,,extended,nihms27532.pdf
7373,,soma,nihms27532.pdf
7374,,branched,nihms27532.pdf
7375,,extensively,nihms27532.pdf
7376,,intricatenetwork,nihms27532.pdf
7377,,RA,nihms27532.pdf
7378,,neuritic labeling,nihms27532.pdf
7379,,staining,nihms27532.pdf
7380,,DISCUSSIONWe,nihms27532.pdf
7381,,distribution,nihms27532.pdf
7382,,GABAergic elements,nihms27532.pdf
7383,,control nuclei,nihms27532.pdf
7384,,brain,nihms27532.pdf
7385,,zebra finches,nihms27532.pdf
7386,,GABA-positive cells,nihms27532.pdf
7387,,nuclei,nihms27532.pdf
7388,,ascending,nihms27532.pdf
7389,,auditory pathway,nihms27532.pdf
7390,,auditory,nihms27532.pdf
7391,,telencephalic areas,nihms27532.pdf
7392,,nuclei,nihms27532.pdf
7393,,anterior,nihms27532.pdf
7394,,posterior forebrainpathways,nihms27532.pdf
7395,,song control system,nihms27532.pdf
7396,,GABAergic processes,nihms27532.pdf
7397,,puncta,nihms27532.pdf
7398,,GABAergic terminals,nihms27532.pdf
7399,,areas,nihms27532.pdf
7400,,observations,nihms27532.pdf
7401,,consistent with,nihms27532.pdf
7402,,GABA,nihms27532.pdf
7403,,birdsong representation,nihms27532.pdf
7404,,perceptual,nihms27532.pdf
7405,,processing,nihms27532.pdf
7406,,memorization,nihms27532.pdf
7407,,Pinaud,nihms27532.pdf
7408,,MelloPage 9J,nihms27532.pdf
7409,,Chem Neuroanat,nihms27532.pdf
7410,,Author,nihms27532.pdf
7411,,manuscript,nihms27532.pdf
7412,,PMC,nihms27532.pdf
7413,,Author,nihms27532.pdf
7414,,Author,nihms27532.pdf
7415,,Author,nihms27532.pdf
7416,,Manuscript',nihms27532.pdf
7417,,motor control,nihms27532.pdf
7418,,song production,nihms27532.pdf
7419,,vocal learning,nihms27532.pdf
7420,,ofthese,nihms27532.pdf
7421,,findings,nihms27532.pdf
7422,,GABAergic Elements,nihms27532.pdf
7423,,Ascending,nihms27532.pdf
7424,,Auditory,nihms27532.pdf
7425,,avian,nihms27532.pdf
7426,,ascending,nihms27532.pdf
7427,,auditory pathway,nihms27532.pdf
7428,,investigated,nihms27532.pdf
7429,,barn,nihms27532.pdf
7430,,sound,nihms27532.pdf
7431,,localization,nihms27532.pdf
7432,,chicks,nihms27532.pdf
7433,,auditory,nihms27532.pdf
7434,,physiology,nihms27532.pdf
7435,,Studies,nihms27532.pdf
7436,,nuclei angularis,nihms27532.pdf
7437,,NA,nihms27532.pdf
7438,,magnocellularis (NM,nihms27532.pdf
7439,,aviancochlear nuclei,nihms27532.pdf
7440,,nucleus laminaris,nihms27532.pdf
7441,,NL,nihms27532.pdf
7442,,mammalian,nihms27532.pdf
7443,,medialsuperior,nihms27532.pdf
7444,,Boord,nihms27532.pdf
7445,,GABAergic mechanismsin,nihms27532.pdf
7446,,auditory,nihms27532.pdf
7447,,stimulus processing,nihms27532.pdf
7448,,encoding,nihms27532.pdf
7449,,NA,nihms27532.pdf
7450,,encodes,nihms27532.pdf
7451,,intensity,nihms27532.pdf
7452,,sound,nihms27532.pdf
7453,,trains,nihms27532.pdf
7454,,NM,nihms27532.pdf
7455,,temporal,nihms27532.pdf
7456,,properties,nihms27532.pdf
7457,,stimulus(Fukui,nihms27532.pdf
7458,,Ohmori,nihms27532.pdf
7459,,Monsivais,nihms27532.pdf
7460,,Rubel,nihms27532.pdf
7461,,Sullivan and Konishi,nihms27532.pdf
7462,,Takahashiet al.,nihms27532.pdf
7463,,Warchol,nihms27532.pdf
7464,,Dallos,nihms27532.pdf
7465,,Young,nihms27532.pdf
7466,,Rubel,nihms27532.pdf
7467,,Projections,nihms27532.pdf
7468,,NMprimarily,nihms27532.pdf
7469,,target,nihms27532.pdf
7470,,NL,nihms27532.pdf
7471,,interaural time differences,nihms27532.pdf
7472,,ITDs,nihms27532.pdf
7473,,sound localizationare computed,nihms27532.pdf
7474,,Carr,nihms27532.pdf
7475,,Konishi,nihms27532.pdf
7476,,Young,nihms27532.pdf
7477,,Rubel,nihms27532.pdf
7478,,Patch-clamp recordings,nihms27532.pdf
7479,,NL,nihms27532.pdf
7480,,GABAergic inhibition,nihms27532.pdf
7481,,coincidencedetection,nihms27532.pdf
7482,,excitatory projections,nihms27532.pdf
7483,,strength,nihms27532.pdf
7484,,GABAtransmission,nihms27532.pdf
7485,,increase,nihms27532.pdf
7486,,decrease,nihms27532.pdf
7487,,neuronal,nihms27532.pdf
7488,,NL(Bruckner,nihms27532.pdf
7489,,Hyson,nihms27532.pdf
7490,,Electrophysiological recordings,nihms27532.pdf
7491,,chick,nihms27532.pdf
7492,,indicatethat,nihms27532.pdf
7493,,NM,nihms27532.pdf
7494,,inhibitory,nihms27532.pdf
7495,,input,nihms27532.pdf
7496,,NL,nihms27532.pdf
7497,,Zhou,nihms27532.pdf
7498,,Parks,nihms27532.pdf
7499,,GABAergic projection,nihms27532.pdf
7500,,NM,nihms27532.pdf
7501,,NL,nihms27532.pdf
7502,,absent,nihms27532.pdf
7503,,species,nihms27532.pdf
7504,,Bruckner andHyson,nihms27532.pdf
7505,,GABAergic projections,nihms27532.pdf
7506,,chick,nihms27532.pdf
7507,,thesuperior olivary nucleus,nihms27532.pdf
7508,,SON,nihms27532.pdf
7509,,NL,nihms27532.pdf
7510,,NM,nihms27532.pdf
7511,,Monsivais,nihms27532.pdf
7512,,regulating,nihms27532.pdf
7513,,fidelity,nihms27532.pdf
7514,,phase-locking,nihms27532.pdf
7515,,auditory,nihms27532.pdf
7516,,Feedback inhibition,nihms27532.pdf
7517,,SON,nihms27532.pdf
7518,,NL,nihms27532.pdf
7519,,temporalintegration,nihms27532.pdf
7520,,coincidence,nihms27532.pdf
7521,,detection,nihms27532.pdf
7522,,ITD,nihms27532.pdf
7523,,computations,nihms27532.pdf
7524,,networks,nihms27532.pdf
7525,,auditory processing,nihms27532.pdf
7526,,NL,nihms27532.pdf
7527,,NM,nihms27532.pdf
7528,,GABAergicprojections,nihms27532.pdf
7529,,SON,nihms27532.pdf
7530,,NA,nihms27532.pdf
7531,,projections,nihms27532.pdf
7532,,SON,nihms27532.pdf
7533,,theneurochemical identity,nihms27532.pdf
7534,,Knudsen,nihms27532.pdf
7535,,"Konishi,1978",nihms27532.pdf
7536,,GABAergic,nihms27532.pdf
7537,,influence,nihms27532.pdf
7538,,early,nihms27532.pdf
7539,,auditory pathway,nihms27532.pdf
7540,,regulates,nihms27532.pdf
7541,,controland,nihms27532.pdf
7542,,representation,nihms27532.pdf
7543,,temporal,nihms27532.pdf
7544,,cues,nihms27532.pdf
7545,,nuclei,nihms27532.pdf
7546,,non-oscines,nihms27532.pdf
7547,,findings,nihms27532.pdf
7548,,zebra,nihms27532.pdf
7549,,finch,nihms27532.pdf
7550,,consistent with,nihms27532.pdf
7551,,GABA-mediatedinhibition,nihms27532.pdf
7552,,early stages,nihms27532.pdf
7553,,ascending,nihms27532.pdf
7554,,auditory pathway,nihms27532.pdf
7555,,songbirds,nihms27532.pdf
7556,,highdensity,nihms27532.pdf
7557,,GABA-positive puncta,nihms27532.pdf
7558,,neuropil,nihms27532.pdf
7559,,NM,nihms27532.pdf
7560,,NL,nihms27532.pdf
7561,,innervation,nihms27532.pdf
7562,,SON,nihms27532.pdf
7563,,GABAergic cells,nihms27532.pdf
7564,,withinSON,nihms27532.pdf
7565,,inhibitory,nihms27532.pdf
7566,,ofGABAergic inhibition,nihms27532.pdf
7567,,level,nihms27532.pdf
7568,,nuclei,nihms27532.pdf
7569,,songbirds,nihms27532.pdf
7570,,andchicks,nihms27532.pdf
7571,,results,nihms27532.pdf
7572,,evidence,nihms27532.pdf
7573,,presence,nihms27532.pdf
7574,,GABAergic cells,nihms27532.pdf
7575,,NM,nihms27532.pdf
7576,,NL,nihms27532.pdf
7577,,zebra finches,nihms27532.pdf
7578,,finding,nihms27532.pdf
7579,,reports,nihms27532.pdf
7580,,lownumbers,nihms27532.pdf
7581,,cells,nihms27532.pdf
7582,,NM,nihms27532.pdf
7583,,NL,nihms27532.pdf
7584,,chick,nihms27532.pdf
7585,,barn owl,nihms27532.pdf
7586,,studies,nihms27532.pdf
7587,,GABAergic cell,nihms27532.pdf
7588,,markers,nihms27532.pdf
7589,,species,nihms27532.pdf
7590,,investigate,nihms27532.pdf
7591,,apparent,nihms27532.pdf
7592,,species,nihms27532.pdf
7593,,difference,nihms27532.pdf
7594,,potentialimpact,nihms27532.pdf
7595,,physiology,nihms27532.pdf
7596,,nuclei,nihms27532.pdf
7597,,songbirds,nihms27532.pdf
7598,,rate,nihms27532.pdf
7599,,significant,nihms27532.pdf
7600,,speciesdifferences,nihms27532.pdf
7601,,organization,nihms27532.pdf
7602,,development,nihms27532.pdf
7603,,ascending,nihms27532.pdf
7604,,auditory pathways,nihms27532.pdf
7605,,birds,nihms27532.pdf
7606,,specializationsin,nihms27532.pdf
7607,,auditory,nihms27532.pdf
7608,,capabilities,nihms27532.pdf
7609,,strategies,nihms27532.pdf
7610,,Kubke,nihms27532.pdf
7611,,Carr,nihms27532.pdf
7612,,Kubke,nihms27532.pdf
7613,,analogy,nihms27532.pdf
7614,,evolutionary pressures,nihms27532.pdf
7615,,largerGABAergic,nihms27532.pdf
7616,,influence,nihms27532.pdf
7617,,auditory brainstem,nihms27532.pdf
7618,,songbirds,nihms27532.pdf
7619,,avianspecies,nihms27532.pdf
7620,,neurochemical difference,nihms27532.pdf
7621,,auditory,nihms27532.pdf
7622,,processingthat,nihms27532.pdf
7623,,relevance,nihms27532.pdf
7624,,vocal learning,nihms27532.pdf
7625,,behavior,nihms27532.pdf
7626,,chick,nihms27532.pdf
7627,,barn,nihms27532.pdf
7628,,mainexperimental avian,nihms27532.pdf
7629,,models,nihms27532.pdf
7630,,brainstem,nihms27532.pdf
7631,,physiology,nihms27532.pdf
7632,,Pinaud,nihms27532.pdf
7633,,MelloPage,nihms27532.pdf
7634,,Author,nihms27532.pdf
7635,,manuscript,nihms27532.pdf
7636,,PMC,nihms27532.pdf
7637,,Author,nihms27532.pdf
7638,,Author,nihms27532.pdf
7639,,Author,nihms27532.pdf
7640,,Manuscript',nihms27532.pdf
7641,,GABAergic elements,nihms27532.pdf
7642,,GABA-mediated inhibition,nihms27532.pdf
7643,,levels,nihms27532.pdf
7644,,avian,nihms27532.pdf
7645,,ascending,nihms27532.pdf
7646,,auditory pathway,nihms27532.pdf
7647,,Nucleus,nihms27532.pdf
7648,,MLd,nihms27532.pdf
7649,,intercollicular,nihms27532.pdf
7650,,complex,nihms27532.pdf
7651,,projections,nihms27532.pdf
7652,,SON,nihms27532.pdf
7653,,nuclei,nihms27532.pdf
7654,,homologousto,nihms27532.pdf
7655,,central nucleus,nihms27532.pdf
7656,,mammalian,nihms27532.pdf
7657,,inferior colliculus (IC),nihms27532.pdf
7658,,Conlee,nihms27532.pdf
7659,,Parks,nihms27532.pdf
7660,,mammals,nihms27532.pdf
7661,,birds,nihms27532.pdf
7662,,GABAergic transmission,nihms27532.pdf
7663,,ICcontrols,nihms27532.pdf
7664,,auditory,nihms27532.pdf
7665,,representation,nihms27532.pdf
7666,,soundintensity,nihms27532.pdf
7667,,location,nihms27532.pdf
7668,,Zheng,nihms27532.pdf
7669,,Knudsen,nihms27532.pdf
7670,,Inhibition,nihms27532.pdf
7671,,GABA-A receptor,nihms27532.pdf
7672,,shownto,nihms27532.pdf
7673,,participate,nihms27532.pdf
7674,,sharpening,nihms27532.pdf
7675,,auditory tuning-curves,nihms27532.pdf
7676,,IC,nihms27532.pdf
7677,,sites,nihms27532.pdf
7678,,auditory pathway,nihms27532.pdf
7679,,mammals,nihms27532.pdf
7680,,birds,nihms27532.pdf
7681,,Chen,nihms27532.pdf
7682,,Jen,nihms27532.pdf
7683,,GABAergic neurons,nihms27532.pdf
7684,,medialgeniculate body,nihms27532.pdf
7685,,MGN,nihms27532.pdf
7686,,auditory nucleus,nihms27532.pdf
7687,,mammalian,nihms27532.pdf
7688,,thalamus,nihms27532.pdf
7689,,withsignificant,nihms27532.pdf
7690,,species,nihms27532.pdf
7691,,differences,nihms27532.pdf
7692,,cells,nihms27532.pdf
7693,,Winer,nihms27532.pdf
7694,,"Larue,1996",nihms27532.pdf
7695,,increase,nihms27532.pdf
7696,,inhibitory,nihms27532.pdf
7697,,influence,nihms27532.pdf
7698,,auditorythalamus,nihms27532.pdf
7699,,species,nihms27532.pdf
7700,,complex,nihms27532.pdf
7701,,processing,nihms27532.pdf
7702,,speech-likecommunication signals,nihms27532.pdf
7703,,Winer,nihms27532.pdf
7704,,data,nihms27532.pdf
7705,,GABAergic cells,nihms27532.pdf
7706,,MLd,nihms27532.pdf
7707,,zebra finches,nihms27532.pdf
7708,,GABAergic cell types,nihms27532.pdf
7709,,small,nihms27532.pdf
7710,,numerouscells,nihms27532.pdf
7711,,inhibitory,nihms27532.pdf
7712,,interneurons,nihms27532.pdf
7713,,cells,nihms27532.pdf
7714,,studies,nihms27532.pdf
7715,,inhibitory projection,nihms27532.pdf
7716,,inferiorcolliculus,nihms27532.pdf
7717,,medial geniculate nucleus,nihms27532.pdf
7718,,MGN,nihms27532.pdf
7719,,mammals,nihms27532.pdf
7720,,Bartlett,nihms27532.pdf
7721,,avian,nihms27532.pdf
7722,,species,nihms27532.pdf
7723,,equivalent,nihms27532.pdf
7724,,circuitryconsists,nihms27532.pdf
7725,,projection,nihms27532.pdf
7726,,MLd,nihms27532.pdf
7727,,thalamic nucleus,nihms27532.pdf
7728,,avian,nihms27532.pdf
7729,,homologue,nihms27532.pdf
7730,,ventraldivision,nihms27532.pdf
7731,,mammalian,nihms27532.pdf
7732,,MGN,nihms27532.pdf
7733,,Karten,nihms27532.pdf
7734,,projection,nihms27532.pdf
7735,,islikely,nihms27532.pdf
7736,,excitatory,nihms27532.pdf
7737,,inhibitory,nihms27532.pdf
7738,,GABAergic projection,nihms27532.pdf
7739,,MLd,nihms27532.pdf
7740,,Consistent with,nihms27532.pdf
7741,,ourobservation,nihms27532.pdf
7742,,Ov,nihms27532.pdf
7743,,moderate,nihms27532.pdf
7744,,level,nihms27532.pdf
7745,,GABAergic terminals,nihms27532.pdf
7746,,suchterminals,nihms27532.pdf
7747,,local connections,nihms27532.pdf
7748,,descending inhibitory,nihms27532.pdf
7749,,Ov,nihms27532.pdf
7750,,pigeon,nihms27532.pdf
7751,,Veenman,nihms27532.pdf
7752,,density,nihms27532.pdf
7753,,GABAergic neurons,nihms27532.pdf
7754,,consistent with,nihms27532.pdf
7755,,thedensity,nihms27532.pdf
7756,,cells,nihms27532.pdf
7757,,auditory thalamus,nihms27532.pdf
7758,,complexity,nihms27532.pdf
7759,,thalamicauditory processing,nihms27532.pdf
7760,,vocal communication,nihms27532.pdf
7761,,Winer,nihms27532.pdf
7762,,MLd,nihms27532.pdf
7763,,incidence,nihms27532.pdf
7764,,cells,nihms27532.pdf
7765,,nuclear staining pattern,nihms27532.pdf
7766,,specificity,nihms27532.pdf
7767,,controlsindicate,nihms27532.pdf
7768,,artifactual pattern,nihms27532.pdf
7769,,functional,nihms27532.pdf
7770,,auditory processing,nihms27532.pdf
7771,,complex,nihms27532.pdf
7772,,stimuli,nihms27532.pdf
7773,,individual,nihms27532.pdf
7774,,recognitionthat underlies,nihms27532.pdf
7775,,behaviors,nihms27532.pdf
7776,,territoriality,nihms27532.pdf
7777,,mate selection,nihms27532.pdf
7778,,courtship,nihms27532.pdf
7779,,Catchpole andSlater,nihms27532.pdf
7780,,song learning,nihms27532.pdf
7781,,maintenance,nihms27532.pdf
7782,,stereotyped adultsong,nihms27532.pdf
7783,,Konishi,nihms27532.pdf
7784,,Leonardo,nihms27532.pdf
7785,,Konishi,nihms27532.pdf
7786,,Nordeen,nihms27532.pdf
7787,,Nordeen,nihms27532.pdf
7788,,auditory,nihms27532.pdf
7789,,responses,nihms27532.pdf
7790,,auditory pathway,nihms27532.pdf
7791,,correlate,nihms27532.pdf
7792,,theperceptual processing,nihms27532.pdf
7793,,acoustic features,nihms27532.pdf
7794,,song,nihms27532.pdf
7795,,precedent,nihms27532.pdf
7796,,mammals,nihms27532.pdf
7797,,Ehretet,nihms27532.pdf
7798,,Wenstrup,nihms27532.pdf
7799,,MLd,nihms27532.pdf
7800,,Ov,nihms27532.pdf
7801,,participate,nihms27532.pdf
7802,,shaping,nihms27532.pdf
7803,,auditory responseproperties,nihms27532.pdf
7804,,representation,nihms27532.pdf
7805,,frequency,nihms27532.pdf
7806,,tuning,nihms27532.pdf
7807,,zebra finches,nihms27532.pdf
7808,,discriminate,nihms27532.pdf
7809,,frequencies,nihms27532.pdf
7810,,reasonable,nihms27532.pdf
7811,,accuracy,nihms27532.pdf
7812,,evidencedby,nihms27532.pdf
7813,,match,nihms27532.pdf
7814,,vocalizations,nihms27532.pdf
7815,,tutor’s song,nihms27532.pdf
7816,,vocallearning,nihms27532.pdf
7817,,juveniles,nihms27532.pdf
7818,,frequency,nihms27532.pdf
7819,,somesyllables,nihms27532.pdf
7820,,imitation,nihms27532.pdf
7821,,requiresplastic changes,nihms27532.pdf
7822,,brain representations,nihms27532.pdf
7823,,song,nihms27532.pdf
7824,,dense,nihms27532.pdf
7825,,GABAergicnetworks,nihms27532.pdf
7826,,level,nihms27532.pdf
7827,,MLd,nihms27532.pdf
7828,,Ov,nihms27532.pdf
7829,,GABAergic inhibition,nihms27532.pdf
7830,,studiedin,nihms27532.pdf
7831,,ascending,nihms27532.pdf
7832,,auditory pathway,nihms27532.pdf
7833,,songbirds,nihms27532.pdf
7834,,high prevalence,nihms27532.pdf
7835,,GABAergic elementsPinaud,nihms27532.pdf
7836,,MelloPage 11J Chem Neuroanat,nihms27532.pdf
7837,,Author,nihms27532.pdf
7838,,manuscript,nihms27532.pdf
7839,,PMC,nihms27532.pdf
7840,,Author,nihms27532.pdf
7841,,Author,nihms27532.pdf
7842,,Author,nihms27532.pdf
7843,,Manuscript',nihms27532.pdf
7844,,zebra finches,nihms27532.pdf
7845,,consistent with,nihms27532.pdf
7846,,inhibition,nihms27532.pdf
7847,,physiology,nihms27532.pdf
7848,,auditory,nihms27532.pdf
7849,,GABAergic Elements,nihms27532.pdf
7850,,Auditory Telencephalic,nihms27532.pdf
7851,,AreasGABAergic cells,nihms27532.pdf
7852,,abundant,nihms27532.pdf
7853,,auditory areas,nihms27532.pdf
7854,,zebra finch telencephalon,nihms27532.pdf
7855,,populations,nihms27532.pdf
7856,,inhibitory,nihms27532.pdf
7857,,neurons,nihms27532.pdf
7858,,cells,nihms27532.pdf
7859,,local circuits,nihms27532.pdf
7860,,cells,nihms27532.pdf
7861,,mightrepresent,nihms27532.pdf
7862,,striatal song nucleus areaX,nihms27532.pdf
7863,,Luo,nihms27532.pdf
7864,,Perkel,nihms27532.pdf
7865,,Luo,nihms27532.pdf
7866,,Perkel,nihms27532.pdf
7867,,distribution,nihms27532.pdf
7868,,largeversus,nihms27532.pdf
7869,,GABAergic cells,nihms27532.pdf
7870,,auditory telencephalon,nihms27532.pdf
7871,,symmetric,nihms27532.pdf
7872,,majorityof,nihms27532.pdf
7873,,GABA-positive,nihms27532.pdf
7874,,neurons,nihms27532.pdf
7875,,field L subfields L1,nihms27532.pdf
7876,,L3,nihms27532.pdf
7877,,smaller,nihms27532.pdf
7878,,thalamo-recipient field,nihms27532.pdf
7879,,medial portion,nihms27532.pdf
7880,,GABAergiccells,nihms27532.pdf
7881,,prevalent,nihms27532.pdf
7882,,findings,nihms27532.pdf
7883,,mRNA,nihms27532.pdf
7884,,distribution,nihms27532.pdf
7885,,ofthe,nihms27532.pdf
7886,,zebra,nihms27532.pdf
7887,,homologue,nihms27532.pdf
7888,,zGAD65,nihms27532.pdf
7889,,syntheticenzyme,nihms27532.pdf
7890,,GABA,nihms27532.pdf
7891,,auditory areas,nihms27532.pdf
7892,,zebra finches,nihms27532.pdf
7893,,Pinaud,nihms27532.pdf
7894,,zGAD65-positivecells,nihms27532.pdf
7895,,populations,nihms27532.pdf
7896,,soma size,nihms27532.pdf
7897,,expression levels,nihms27532.pdf
7898,,small cells,nihms27532.pdf
7899,,zGAD65,nihms27532.pdf
7900,,levels,nihms27532.pdf
7901,,L3,nihms27532.pdf
7902,,adjacent,nihms27532.pdf
7903,,NCM,nihms27532.pdf
7904,,CMM,nihms27532.pdf
7905,,neurons,nihms27532.pdf
7906,,zGAD65,nihms27532.pdf
7907,,levels,nihms27532.pdf
7908,,field L2a,nihms27532.pdf
7909,,GABAergic cell type,nihms27532.pdf
7910,,Pinaud,nihms27532.pdf
7911,,studies,nihms27532.pdf
7912,,GABAergic cells,nihms27532.pdf
7913,,projection neurons,nihms27532.pdf
7914,,anyevidence,nihms27532.pdf
7915,,qualitative,nihms27532.pdf
7916,,GABAergic cell,nihms27532.pdf
7917,,mammalian,nihms27532.pdf
7918,,systems,nihms27532.pdf
7919,,avian,nihms27532.pdf
7920,,brain,nihms27532.pdf
7921,,Higher-order auditory areas,nihms27532.pdf
7922,,telencephalon,nihms27532.pdf
7923,,auditory,nihms27532.pdf
7924,,processingof,nihms27532.pdf
7925,,formation,nihms27532.pdf
7926,,song auditory memories,nihms27532.pdf
7927,,"Mello,2002",nihms27532.pdf
7928,,caudomedial nidopallium,nihms27532.pdf
7929,,NCM,nihms27532.pdf
7930,,mesopallium(CMM) display,nihms27532.pdf
7931,,responses,nihms27532.pdf
7932,,auditory stimulation,nihms27532.pdf
7933,,byelectrophysiological recordings,nihms27532.pdf
7934,,expression analysis,nihms27532.pdf
7935,,activity-dependent gene,nihms27532.pdf
7936,,zenk(Chew,nihms27532.pdf
7937,,Gentner,nihms27532.pdf
7938,,Margoliash,nihms27532.pdf
7939,,Mello,nihms27532.pdf
7940,,Ribeiro,nihms27532.pdf
7941,,Mello,nihms27532.pdf
7942,,inhibitoryelements,nihms27532.pdf
7943,,areas,nihms27532.pdf
7944,,in-situ hybridization,nihms27532.pdf
7945,,zGAD65,nihms27532.pdf
7946,,neuronal cells,nihms27532.pdf
7947,,caudomedial auditory structures,nihms27532.pdf
7948,,GABAergic,nihms27532.pdf
7949,,Pinaudet,nihms27532.pdf
7950,,qualitative assessment,nihms27532.pdf
7951,,immunocytochemical profile,nihms27532.pdf
7952,,densities,nihms27532.pdf
7953,,report,nihms27532.pdf
7954,,Pinaud,nihms27532.pdf
7955,,etal,nihms27532.pdf
7956,,explanation,nihms27532.pdf
7957,,discrepancy,nihms27532.pdf
7958,,GABAergic cells,nihms27532.pdf
7959,,expressing,nihms27532.pdf
7960,,onlythe,nihms27532.pdf
7961,,isoform,nihms27532.pdf
7962,,GAD,nihms27532.pdf
7963,,detected,nihms27532.pdf
7964,,zGAD65 probe,nihms27532.pdf
7965,,issueawaits,nihms27532.pdf
7966,,molecular probes,nihms27532.pdf
7967,,GAD67,nihms27532.pdf
7968,,double in situ hybridization hasshown,nihms27532.pdf
7969,,cells,nihms27532.pdf
7970,,zenk,nihms27532.pdf
7971,,response,nihms27532.pdf
7972,,expresszGAD65,nihms27532.pdf
7973,,GABAergic,nihms27532.pdf
7974,,Pinaud,nihms27532.pdf
7975,,findings,nihms27532.pdf
7976,,GABAergic neurons,nihms27532.pdf
7977,,participate,nihms27532.pdf
7978,,auditory response,nihms27532.pdf
7979,,perceptual,nihms27532.pdf
7980,,processing,nihms27532.pdf
7981,,memoryformation,nihms27532.pdf
7982,,vocal-learning,nihms27532.pdf
7983,,finding,nihms27532.pdf
7984,,density,nihms27532.pdf
7985,,GABA-positive,nihms27532.pdf
7986,,neurons,nihms27532.pdf
7987,,auditory areas,nihms27532.pdf
7988,,songbird telencephalon,nihms27532.pdf
7989,,mammalian,nihms27532.pdf
7990,,auditory areas,nihms27532.pdf
7991,,GABAergic cells,nihms27532.pdf
7992,,neuronalpopulation,nihms27532.pdf
7993,,cortical layers,nihms27532.pdf
7994,,Gabbott,nihms27532.pdf
7995,,Somogyi,nihms27532.pdf
7996,,avian,nihms27532.pdf
7997,,brain,nihms27532.pdf
7998,,lacking,nihms27532.pdf
7999,,cortical laminar organization,nihms27532.pdf
8000,,neuronal populations,nihms27532.pdf
8001,,invarious layers,nihms27532.pdf
8002,,mammalian cortex,nihms27532.pdf
8003,,Karten,nihms27532.pdf
8004,,Mello,nihms27532.pdf
8005,,exercized,nihms27532.pdf
8006,,comparison,nihms27532.pdf
8007,,areas,nihms27532.pdf
8008,,thatPinaud,nihms27532.pdf
8009,,MelloPage,nihms27532.pdf
8010,,Chem Neuroanat,nihms27532.pdf
8011,,Author,nihms27532.pdf
8012,,manuscript,nihms27532.pdf
8013,,PMC,nihms27532.pdf
8014,,Author,nihms27532.pdf
8015,,Author,nihms27532.pdf
8016,,Author,nihms27532.pdf
8017,,Manuscript',nihms27532.pdf
8018,,auditory system,nihms27532.pdf
8019,,neuronal populations,nihms27532.pdf
8020,,mammalian,nihms27532.pdf
8021,,auditory cortex,nihms27532.pdf
8022,,Mello,nihms27532.pdf
8023,,Vates,nihms27532.pdf
8024,,subfield L2a,nihms27532.pdf
8025,,auditory,nihms27532.pdf
8026,,cortical layer,nihms27532.pdf
8027,,recipient,nihms27532.pdf
8028,,thalamic,nihms27532.pdf
8029,,L2a targets,nihms27532.pdf
8030,,includingNCM,nihms27532.pdf
8031,,CMM,nihms27532.pdf
8032,,supragranular,nihms27532.pdf
8033,,layers,nihms27532.pdf
8034,,auditory,nihms27532.pdf
8035,,cortical areas,nihms27532.pdf
8036,,andarcopallial cells,nihms27532.pdf
8037,,cells,nihms27532.pdf
8038,,cup region,nihms27532.pdf
8039,,originate,nihms27532.pdf
8040,,long descending projections,nihms27532.pdf
8041,,toauditory nuclei,nihms27532.pdf
8042,,infragranular,nihms27532.pdf
8043,,layers,nihms27532.pdf
8044,,caudomedial lobe thatencompasses,nihms27532.pdf
8045,,medial field L2a,nihms27532.pdf
8046,,NCM,nihms27532.pdf
8047,,CMM,nihms27532.pdf
8048,,over-representation,nihms27532.pdf
8049,,cellpopulations,nihms27532.pdf
8050,,GABAergic cells,nihms27532.pdf
8051,,granular,nihms27532.pdf
8052,,supragranular,nihms27532.pdf
8053,,layers,nihms27532.pdf
8054,,themammalian,nihms27532.pdf
8055,,auditory cortex,nihms27532.pdf
8056,,correspondence,nihms27532.pdf
8057,,correct,nihms27532.pdf
8058,,vocal learning,nihms27532.pdf
8059,,reason,nihms27532.pdf
8060,,vocal learning,nihms27532.pdf
8061,,vocal,nihms27532.pdf
8062,,telencephalic,nihms27532.pdf
8063,,vocal control circuits,nihms27532.pdf
8064,,song learners,nihms27532.pdf
8065,,directaccess,nihms27532.pdf
8066,,information,nihms27532.pdf
8067,,telencephalic,nihms27532.pdf
8068,,auditory areas,nihms27532.pdf
8069,,data,nihms27532.pdf
8070,,theprominence,nihms27532.pdf
8071,,GABAergic elements,nihms27532.pdf
8072,,zebra finches,nihms27532.pdf
8073,,experience-dependent plasticity,nihms27532.pdf
8074,,auditory,nihms27532.pdf
8075,,telencephalic areas,nihms27532.pdf
8076,,song-specifichabituation,nihms27532.pdf
8077,,NCM,nihms27532.pdf
8078,,experience-dependent changes,nihms27532.pdf
8079,,unit,nihms27532.pdf
8080,,selectivity,nihms27532.pdf
8081,,CMM,nihms27532.pdf
8082,,Chew etal,nihms27532.pdf
8083,,Gentner,nihms27532.pdf
8084,,Margoliash,nihms27532.pdf
8085,,GABAergicmechanisms,nihms27532.pdf
8086,,regulating,nihms27532.pdf
8087,,plasticity,nihms27532.pdf
8088,,physiologyof,nihms27532.pdf
